Time,Open,High,Low,Close,Volume
2025-09-24 14:38,112464.78,112480.2,112464.78,112480.2,4.01986
2025-09-24 14:39,112480.2,112495.54,112471.16,112495.53,5.5279
2025-09-24 14:40,112495.53,112495.54,112460.31,112477.2,17.29495
2025-09-24 14:41,112477.19,112540,112477.19,112539.99,8.7331
2025-09-24 14:42,112539.99,112598.65,112539.99,112598.65,86.78152
2025-09-24 14:43,112598.8,112598.81,112595.43,112595.43,4.69948
2025-09-24 14:44,112595.44,112595.44,112578.7,112578.71,6.85992
2025-09-24 14:45,112578.7,112578.71,112556.14,112556.14,3.83972
2025-09-24 14:46,112556.14,112556.15,112534.61,112534.62,7.1126
2025-09-24 14:47,112534.62,112598.82,112534.6,112598.82,14.56708
2025-09-24 14:48,112598.82,112603.16,112598.81,112603.16,11.481
2025-09-24 14:49,112603.16,112619.99,112603.15,112619.98,10.6924
2025-09-24 14:50,112619.99,112619.99,112580.6,112587.63,9.7575
2025-09-24 14:51,112587.64,112587.64,112583.1,112583.1,5.08804
2025-09-24 14:52,112583.11,112583.11,112583.1,112583.11,5.9323
2025-09-24 14:53,112583.11,112607.1,112583.1,112607.1,4.87973
2025-09-24 14:54,112607.1,112607.1,112517.49,112517.5,17.04148
2025-09-24 14:55,112517.5,112517.5,112517.49,112517.49,4.06088
2025-09-24 14:56,112517.49,112527.06,112517.49,112527.06,5.60678
2025-09-24 14:57,112527.06,112527.06,112516,112527.06,10.42924
2025-09-24 14:58,112527.05,112533.49,112518.32,112529.66,21.84763
2025-09-24 14:59,112529.65,112583.54,112529.65,112583.54,9.5901
2025-09-24 15:00,112583.54,112601.19,112561.45,112561.45,6.28981
2025-09-24 15:01,112561.46,112561.46,112524.83,112524.84,6.16718
2025-09-24 15:02,112524.84,112549.2,112508.98,112508.99,9.7322
2025-09-24 15:03,112508.98,112515.51,112508.98,112515.49,5.62271
2025-09-24 15:04,112515.5,112515.5,112515.49,112515.49,1.24737
2025-09-24 15:05,112515.49,112550,112515.49,112550,3.4486
2025-09-24 15:06,112550,112575.04,112549.99,112575.03,2.97367
2025-09-24 15:07,112575.03,112580.02,112572.9,112580.02,5.54955
2025-09-24 15:08,112580.01,112600,112580.01,112599.99,3.12566
2025-09-24 15:09,112599.99,112600,112538.32,112538.32,7.33856
2025-09-24 15:10,112538.32,112538.32,112496.71,112496.72,6.1478
2025-09-24 15:11,112496.71,112496.71,112418.7,112418.71,14.93278
2025-09-24 15:12,112418.71,112486.81,112418.7,112486.81,8.06542
2025-09-24 15:13,112486.8,112502.19,112486.8,112502.19,2.94137
2025-09-24 15:14,112502.19,112513.39,112502.18,112513.39,8.19196
2025-09-24 15:15,112513.38,112541.54,112469.2,112469.2,9.81772
2025-09-24 15:16,112469.21,112469.21,112405.62,112405.63,8.55844
2025-09-24 15:17,112405.62,112439.98,112405.62,112439.97,4.42527
2025-09-24 15:18,112439.98,112479.42,112439.97,112473.8,4.073
2025-09-24 15:19,112473.79,112479.41,112434.28,112434.29,5.03541
2025-09-24 15:20,112434.28,112434.29,112434.28,112434.28,3.20255
2025-09-24 15:21,112434.29,112434.29,112409.8,112414.44,8.09809
2025-09-24 15:22,112414.44,112414.45,112409.24,112409.25,2.2081
2025-09-24 15:23,112409.25,112409.25,112409.24,112409.25,0.78915
2025-09-24 15:24,112409.25,112440,112409.24,112432.91,8.80816
2025-09-24 15:25,112432.91,112446.64,112432.91,112446.63,2.92021
2025-09-24 15:26,112446.64,112446.64,112424.36,112424.5,2.15396
2025-09-24 15:27,112424.5,112469.92,112411.26,112469.91,5.86996
2025-09-24 15:28,112469.91,112469.91,112432.31,112432.31,1.93625
2025-09-24 15:29,112432.32,112432.32,112432.31,112432.32,0.67926
2025-09-24 15:30,112432.31,112487.57,112432.31,112487.56,6.80402
2025-09-24 15:31,112487.56,112530.57,112487.56,112530.57,10.38702
2025-09-24 15:32,112530.56,112561.36,112530.56,112561.35,9.01234
2025-09-24 15:33,112561.35,112579.99,112561.35,112578.77,9.2483
2025-09-24 15:34,112578.78,112578.78,112545.89,112569.01,10.20042
2025-09-24 15:35,112569.01,112569.02,112542.31,112542.31,1.66536
2025-09-24 15:36,112542.31,112561.91,112530.56,112561.91,4.13841
2025-09-24 15:37,112561.9,112576.03,112550.56,112576.02,12.34735
2025-09-24 15:38,112576.02,112576.03,112556.52,112556.53,4.40428
2025-09-24 15:39,112556.52,112556.52,112494.96,112494.96,4.93723
2025-09-24 15:40,112494.97,112534.25,112494.96,112533.6,5.68574
2025-09-24 15:41,112533.6,112548,112533.59,112547.99,2.50997
2025-09-24 15:42,112547.99,112548,112541.11,112541.11,2.30807
2025-09-24 15:43,112541.11,112541.12,112541.11,112541.12,1.75091
2025-09-24 15:44,112541.11,112575.99,112541.11,112575.98,7.42057
2025-09-24 15:45,112575.98,112588,112575.98,112575.99,8.01395
2025-09-24 15:46,112575.99,112575.99,112494.96,112494.97,11.80654
2025-09-24 15:47,112494.97,112497.09,112494.96,112497.09,3.40861
2025-09-24 15:48,112497.09,112539.93,112497.08,112520.83,8.17088
2025-09-24 15:49,112520.83,112555.46,112517.8,112555.45,3.52611
2025-09-24 15:50,112555.46,112600,112546.91,112546.91,8.20264
2025-09-24 15:51,112546.92,112572.01,112525.41,112572,22.5924
2025-09-24 15:52,112571.99,112572,112557.04,112557.04,2.97729
2025-09-24 15:53,112557.04,112557.05,112525.42,112531.81,10.98136
2025-09-24 15:54,112531.8,112556.1,112494.96,112499.18,8.9064
2025-09-24 15:55,112499.18,112547.3,112499.18,112547.3,7.12381
2025-09-24 15:56,112547.29,112601.04,112547.29,112601.04,6.77921
2025-09-24 15:57,112601.03,112636.85,112601.03,112636.85,6.92251
2025-09-24 15:58,112636.84,112636.85,112630.42,112630.42,3.20241
2025-09-24 15:59,112630.42,112630.43,112622.8,112622.8,3.54384
2025-09-24 16:00,112622.81,112622.81,112590,112590.01,3.57823
2025-09-24 16:01,112590,112590.01,112545.48,112545.49,3.13222
2025-09-24 16:02,112545.48,112545.49,112524.79,112524.8,9.74822
2025-09-24 16:03,112524.8,112524.8,112501.38,112501.39,5.41092
2025-09-24 16:04,112501.39,112540,112501.38,112539.99,5.2025
2025-09-24 16:05,112539.99,112572,112539.99,112569.26,3.77877
2025-09-24 16:06,112569.26,112577.09,112569.25,112577.08,3.30414
2025-09-24 16:07,112577.08,112577.09,112577.08,112577.08,0.78145
2025-09-24 16:08,112577.08,112586.87,112569.66,112586.86,4.30539
2025-09-24 16:09,112586.86,112586.87,112528,112528.01,6.62795
2025-09-24 16:10,112528,112528.01,112513.93,112513.94,1.3682
2025-09-24 16:11,112513.93,112513.94,112502,112507.01,2.59943
2025-09-24 16:12,112507.02,112507.02,112507.01,112507.01,0.25181
2025-09-24 16:13,112507.01,112527.76,112507.01,112527.76,1.85067
2025-09-24 16:14,112527.76,112535.79,112527.75,112535.79,2.1461
2025-09-24 16:15,112535.78,112559.99,112535.78,112559.98,2.5555
2025-09-24 16:16,112559.99,112588.99,112559.98,112572.96,4.81299
2025-09-24 16:17,112572.96,112572.96,112572.95,112572.95,0.30209
2025-09-24 16:18,112572.95,112572.95,112552,112552.01,4.2826
2025-09-24 16:19,112552,112599.99,112552,112579.04,5.51904
2025-09-24 16:20,112579.04,112579.05,112559.33,112559.34,2.30453
2025-09-24 16:21,112559.34,112559.34,112553.85,112553.85,2.42853
2025-09-24 16:22,112553.85,112553.86,112540.2,112546.64,3.19405
2025-09-24 16:23,112546.64,112576.71,112546.63,112576.7,1.80995
2025-09-24 16:24,112576.71,112589.05,112576.7,112589.05,1.19837
2025-09-24 16:25,112589.05,112615.06,112589.04,112615.06,6.22597
2025-09-24 16:26,112615.06,112615.06,112607.68,112607.68,2.51551
2025-09-24 16:27,112607.68,112607.68,112555,112555,4.25441
2025-09-24 16:28,112555.01,112555.01,112555,112555.01,0.586
2025-09-24 16:29,112555.01,112605.77,112555,112605.77,2.2364
2025-09-24 16:30,112605.76,112615.05,112605.76,112615.05,2.25153
2025-09-24 16:31,112615.05,112669.82,112615.05,112669.82,9.92677
2025-09-24 16:32,112669.81,112669.82,112669.81,112669.81,2.96348
2025-09-24 16:33,112669.82,112683.65,112660,112660.01,5.84274
2025-09-24 16:34,112660.01,112679.76,112660,112665.42,5.19912
2025-09-24 16:35,112665.42,112698.14,112657.8,112698.14,4.07132
2025-09-24 16:36,112698.13,112704.97,112698.13,112704.96,5.33698
2025-09-24 16:37,112704.96,112761.11,112704.96,112761.1,11.58276
2025-09-24 16:38,112761.11,112778.03,112761.1,112778.03,12.10591
2025-09-24 16:39,112778.03,112837.42,112778.02,112804.42,15.93484
2025-09-24 16:40,112804.41,112804.42,112777.24,112777.24,2.92591
2025-09-24 16:41,112777.25,112777.25,112760.1,112760.1,2.45102
2025-09-24 16:42,112760.1,112760.11,112760.1,112760.1,0.85694
2025-09-24 16:43,112760.11,112760.11,112740,112740,5.42535
2025-09-24 16:44,112740.01,112740.01,112740,112740,2.66116
2025-09-24 16:45,112740,112740.01,112740,112740,3.54865
2025-09-24 16:46,112740.01,112740.01,112724.54,112724.55,2.36865
2025-09-24 16:47,112724.55,112724.55,112690.88,112690.88,5.9838
2025-09-24 16:48,112690.89,112690.89,112688.75,112688.75,3.16034
2025-09-24 16:49,112688.76,112688.76,112670.05,112686.53,8.09071
2025-09-24 16:50,112686.53,112730,112686.52,112719.28,8.65533
2025-09-24 16:51,112719.28,112719.28,112714,112714,3.9374
2025-09-24 16:52,112714,112729.15,112707.82,112707.83,3.99508
2025-09-24 16:53,112707.83,112707.83,112688.78,112688.79,2.86355
2025-09-24 16:54,112688.79,112698.64,112688.79,112698.63,2.05504
2025-09-24 16:55,112698.63,112730,112698.63,112721.24,3.89473
2025-09-24 16:56,112721.24,112733.93,112721.24,112723.78,6.23432
2025-09-24 16:57,112723.78,112723.78,112723.77,112723.78,1.40319
2025-09-24 16:58,112723.78,112733.93,112723.77,112733.92,1.7748
2025-09-24 16:59,112733.93,112735.06,112733.92,112735.06,1.53508
2025-09-24 17:00,112735.05,112765.35,112735.05,112755.02,9.88238
2025-09-24 17:01,112755.02,112778.2,112748,112778.2,4.81304
2025-09-24 17:02,112778.2,112793.79,112774.48,112774.48,2.42136
2025-09-24 17:03,112774.49,112774.49,112754.05,112754.05,2.81855
2025-09-24 17:04,112754.06,112800,112754.05,112774.39,3.6804
2025-09-24 17:05,112774.39,112774.39,112748.39,112760.42,3.13954
2025-09-24 17:06,112760.42,112800.1,112743.14,112800.1,12.50778
2025-09-24 17:07,112800.09,112823.99,112800.09,112823.99,7.43399
2025-09-24 17:08,112823.99,112863.32,112823.98,112845.13,22.81426
2025-09-24 17:09,112845.13,112854.66,112841.96,112841.97,10.31536
2025-09-24 17:10,112841.96,112841.97,112839.08,112839.08,4.72302
2025-09-24 17:11,112839.08,112844.64,112829.09,112844.64,12.03388
2025-09-24 17:12,112844.63,112864.15,112844.63,112864.14,7.58984
2025-09-24 17:13,112864.15,112864.15,112844.62,112844.62,8.78281
2025-09-24 17:14,112844.63,112844.63,112817.4,112817.41,5.93894
2025-09-24 17:15,112817.41,112817.41,112817.4,112817.4,0.41587
2025-09-24 17:16,112817.41,112829.38,112817.4,112829.38,8.27457
2025-09-24 17:17,112829.38,112859.06,112829.37,112859.06,2.09527
2025-09-24 17:18,112859.06,112859.06,112849.4,112849.41,3.62208
2025-09-24 17:19,112849.41,112849.41,112849.39,112849.4,2.21014
2025-09-24 17:20,112849.4,112849.4,112849.39,112849.39,1.28844
2025-09-24 17:21,112849.4,112849.4,112849.39,112849.4,1.12902
2025-09-24 17:22,112849.4,112849.4,112819.21,112819.21,4.25748
2025-09-24 17:23,112819.2,112819.21,112819.2,112819.21,0.6962
2025-09-24 17:24,112819.2,112864.15,112817.4,112817.41,10.50409
2025-09-24 17:25,112817.41,112823.98,112736.8,112736.8,23.01887
2025-09-24 17:26,112736.8,112736.8,112696,112696,6.4506
2025-09-24 17:27,112696,112696.01,112696,112696,2.15048
2025-09-24 17:28,112696.01,112696.01,112676,112677.05,8.2899
2025-09-24 17:29,112677.05,112677.06,112669.23,112669.23,2.52619
2025-09-24 17:30,112669.23,112693.86,112668.51,112691.59,17.85956
2025-09-24 17:31,112691.6,112691.6,112691.59,112691.59,0.44997
2025-09-24 17:32,112691.6,112734.09,112691.6,112734.09,3.93373
2025-09-24 17:33,112734.09,112734.09,112715.6,112715.61,3.79033
2025-09-24 17:34,112715.61,112737.84,112708,112731.55,8.06891
2025-09-24 17:35,112731.55,112763.99,112731.54,112763.99,8.85987
2025-09-24 17:36,112764,112788.91,112763.99,112788.9,1.6448
2025-09-24 17:37,112788.91,112789.83,112788.9,112789.82,7.92276
2025-09-24 17:38,112789.82,112831.82,112789.82,112831.33,12.87853
2025-09-24 17:39,112831.34,112831.34,112831.33,112831.34,1.36557
2025-09-24 17:40,112831.34,112831.34,112831.33,112831.33,0.7451
2025-09-24 17:41,112831.34,112831.34,112831.33,112831.33,1.70655
2025-09-24 17:42,112831.34,112831.34,112797.78,112797.79,14.2849
2025-09-24 17:43,112797.79,112797.79,112787.76,112787.77,1.41761
2025-09-24 17:44,112787.77,112809.07,112787.76,112809.06,5.43877
2025-09-24 17:45,112809.07,112809.07,112809.06,112809.07,1.39715
2025-09-24 17:46,112809.07,112809.07,112809.06,112809.07,0.54756
2025-09-24 17:47,112809.06,112809.07,112803.23,112803.24,3.26239
2025-09-24 17:48,112803.23,112820,112803.23,112819.99,2.30938
2025-09-24 17:49,112820,112827.2,112819.99,112827.2,1.61859
2025-09-24 17:50,112827.2,112859.82,112827.19,112859.82,7.67069
2025-09-24 17:51,112859.82,112859.82,112849.4,112857.99,6.00637
2025-09-24 17:52,112858,112899,112857.99,112881.76,18.6699
2025-09-24 17:53,112881.76,112881.76,112849.9,112849.91,7.32862
2025-09-24 17:54,112849.91,112864.81,112843.53,112843.54,3.66956
2025-09-24 17:55,112843.54,112843.54,112816.68,112816.69,3.60041
2025-09-24 17:56,112816.68,112816.69,112808.9,112808.91,3.58498
2025-09-24 17:57,112808.91,112912.51,112808.9,112912.51,29.50512
2025-09-24 17:58,112912.51,112933.04,112912.5,112933.04,11.76991
2025-09-24 17:59,112933.03,112960,112933.03,112941.98,15.70882
2025-09-24 18:00,112941.99,112950.76,112930.88,112942.94,18.57579
2025-09-24 18:01,112942.94,112950,112942.94,112950,3.15951
2025-09-24 18:02,112950,112960,112949.99,112959.99,1.61393
2025-09-24 18:03,112959.99,112994.43,112959.99,112988.13,21.29417
2025-09-24 18:04,112988.13,112988.14,112976.82,112976.82,9.27439
2025-09-24 18:05,112976.83,113013.33,112976.82,113013.32,9.71321
2025-09-24 18:06,113013.32,113034.44,113008,113034.44,14.67623
2025-09-24 18:07,113034.44,113063.79,113030.6,113063.78,24.2232
2025-09-24 18:08,113063.79,113063.79,113032.27,113032.28,9.58764
2025-09-24 18:09,113032.27,113070,113032.27,113070,16.35918
2025-09-24 18:10,113070,113092.43,113069.99,113092.42,9.69045
2025-09-24 18:11,113092.43,113137.25,113092.42,113137.25,19.78902
2025-09-24 18:12,113137.24,113162.17,113137.24,113150,18.30774
2025-09-24 18:13,113150,113150,113065.89,113092.53,19.11491
2025-09-24 18:14,113092.53,113092.54,113061.96,113086.83,8.6121
2025-09-24 18:15,113086.84,113141.61,113086.83,113136.52,6.979
2025-09-24 18:16,113136.51,113136.52,113120.7,113120.71,8.84911
2025-09-24 18:17,113120.71,113120.71,113066.51,113066.52,11.30593
2025-09-24 18:18,113066.52,113079.93,113050.74,113079.92,6.79791
2025-09-24 18:19,113079.93,113079.93,113025.42,113025.43,17.78088
2025-09-24 18:20,113025.42,113039.76,113013.32,113039.75,9.2086
2025-09-24 18:21,113039.75,113039.76,113036.25,113036.26,18.98203
2025-09-24 18:22,113036.26,113036.26,113036.25,113036.26,2.29193
2025-09-24 18:23,113036.26,113056.5,113036.25,113056.5,7.98122
2025-09-24 18:24,113056.5,113096,113056.5,113096,14.54157
2025-09-24 18:25,113096,113096,113095.99,113096,2.79865
2025-09-24 18:26,113095.99,113096,113079.53,113090.84,10.40326
2025-09-24 18:27,113090.85,113090.85,113033.88,113033.88,7.11181
2025-09-24 18:28,113033.89,113033.89,113015.81,113015.82,5.3566
2025-09-24 18:29,113015.81,113051.03,113015.81,113041.57,10.45198
2025-09-24 18:30,113041.56,113077.33,113041.56,113067.01,5.0282
2025-09-24 18:31,113067.01,113067.01,113053.97,113053.97,5.32594
2025-09-24 18:32,113053.98,113053.98,113020.32,113052.54,4.96333
2025-09-24 18:33,113052.55,113059.9,113052.54,113059.89,0.82224
2025-09-24 18:34,113059.9,113071,113000,113000.01,10.40216
2025-09-24 18:35,113000.01,113000.01,112959.99,112987.31,14.02023
2025-09-24 18:36,112987.31,113017.19,112974.77,112974.77,6.03627
2025-09-24 18:37,112974.77,112974.78,112912.83,112912.83,13.29837
2025-09-24 18:38,112912.83,112920.74,112877.3,112877.3,14.54697
2025-09-24 18:39,112877.3,112915.94,112877.3,112915.93,4.16138
2025-09-24 18:40,112915.94,112974.08,112915.93,112974.08,4.8064
2025-09-24 18:41,112974.08,113008.04,112974.07,113004.36,10.36894
2025-09-24 18:42,113004.36,113038.39,112994.99,113038.39,10.20427
2025-09-24 18:43,113038.39,113038.39,113038.38,113038.38,0.57194
2025-09-24 18:44,113038.39,113038.39,113036.99,113037,9.66982
2025-09-24 18:45,113037,113041.9,113026.71,113026.71,9.78829
2025-09-24 18:46,113026.72,113026.72,113021.07,113021.07,2.97108
2025-09-24 18:47,113021.07,113025.97,113016.29,113025.96,10.29984
2025-09-24 18:48,113025.97,113029.38,113025.96,113029.37,1.16666
2025-09-24 18:49,113029.37,113040,113029.37,113040,1.75024
2025-09-24 18:50,113040,113049.53,113039.99,113049.53,1.74844
2025-09-24 18:51,113049.53,113049.53,112976.6,112976.61,10.3776
2025-09-24 18:52,112976.61,112976.61,112925.44,112928.83,6.71355
2025-09-24 18:53,112928.83,112928.84,112900,112903.35,4.69453
2025-09-24 18:54,112903.35,112928.84,112901.11,112928.84,4.20772
2025-09-24 18:55,112928.83,112994.38,112928.83,112994.38,8.83471
2025-09-24 18:56,112994.37,113009.09,112994.37,113009.09,3.2286
2025-09-24 18:57,113009.08,113039.99,113009.08,113039.99,7.92301
2025-09-24 18:58,113039.98,113039.99,113030.49,113039,8.40463
2025-09-24 18:59,113039,113039.01,113029.45,113029.46,7.04411
2025-09-24 19:00,113029.45,113029.46,113025.39,113025.39,2.58999
2025-09-24 19:01,113025.39,113025.4,113010.47,113020.24,13.24849
2025-09-24 19:02,113020.25,113020.25,113020.24,113020.24,2.10123
2025-09-24 19:03,113020.25,113020.25,113001,113012.3,19.52775
2025-09-24 19:04,113012.3,113019.3,113001.01,113001.02,2.18762
2025-09-24 19:05,113001.02,113001.02,113001.01,113001.01,1.98865
2025-09-24 19:06,113001.02,113001.02,112985.01,112985.02,13.90367
2025-09-24 19:07,112985.01,112985.02,112968.16,112980.47,3.38683
2025-09-24 19:08,112980.46,112980.47,112964.97,112964.97,3.85338
2025-09-24 19:09,112964.98,112964.98,112945.96,112945.97,4.50195
2025-09-24 19:10,112945.97,113010.47,112945.96,113010.47,4.98721
2025-09-24 19:11,113010.46,113010.47,113010.46,113010.46,0.39694
2025-09-24 19:12,113010.46,113039,113005.46,113005.46,7.71582
2025-09-24 19:13,113005.46,113028.29,113005.46,113028.28,1.02016
2025-09-24 19:14,113028.28,113034.56,113028.28,113034.56,2.65695
2025-09-24 19:15,113034.56,113050,113034.56,113050,1.37746
2025-09-24 19:16,113050,113050,112970.42,112990.44,6.32976
2025-09-24 19:17,112990.43,112999.17,112990.43,112999.17,5.06934
2025-09-24 19:18,112999.16,113015.69,112999.16,113008.62,5.61274
2025-09-24 19:19,113008.61,113012.85,113008.61,113012.85,2.93136
2025-09-24 19:20,113012.84,113012.85,113012.83,113012.83,4.14092
2025-09-24 19:21,113012.84,113012.84,113012.83,113012.84,0.73505
2025-09-24 19:22,113012.84,113012.84,112955.68,112983.23,14.55007
2025-09-24 19:23,112983.24,112983.24,112944,112944.01,8.53907
2025-09-24 19:24,112944,112983.82,112944,112983.81,2.3238
2025-09-24 19:25,112983.82,113003.86,112983.81,113003.86,11.36112
2025-09-24 19:26,113003.85,113016.76,113003.85,113016.76,7.12154
2025-09-24 19:27,113016.75,113031.19,113016.75,113031.19,1.44375
2025-09-24 19:28,113031.19,113031.19,113031.17,113031.17,1.51713
2025-09-24 19:29,113031.17,113031.18,113019.86,113019.86,2.11225
2025-09-24 19:30,113019.86,113037.31,113019.86,113037.3,1.48144
2025-09-24 19:31,113037.3,113045.77,113022.7,113022.7,5.04932
2025-09-24 19:32,113022.71,113023.82,113022.7,113023.82,3.70852
2025-09-24 19:33,113025.52,113045.76,113019.75,113019.75,4.09826
2025-09-24 19:34,113019.76,113019.76,113019.75,113019.76,0.69769
2025-09-24 19:35,113019.76,113040,113019.75,113040,2.77459
2025-09-24 19:36,113039.99,113053.73,113039.99,113053.73,4.22005
2025-09-24 19:37,113053.73,113078.91,113053.72,113062.27,13.12551
2025-09-24 19:38,113062.28,113062.28,113041.92,113041.92,1.09934
2025-09-24 19:39,113041.93,113041.93,113040.12,113040.13,1.39475
2025-09-24 19:40,113040.12,113076.41,113040.12,113076.41,7.45305
2025-09-24 19:41,113076.4,113082.1,113076.4,113082.1,4.01838
2025-09-24 19:42,113082.1,113082.1,113082.09,113082.09,1.34298
2025-09-24 19:43,113082.1,113085.6,113082.09,113085.59,0.78146
2025-09-24 19:44,113085.59,113085.6,113080,113080,3.95749
2025-09-24 19:45,113080,113080.01,113080,113080,3.02661
2025-09-24 19:46,113080,113080.77,113080,113080.77,2.45567
2025-09-24 19:47,113080.76,113085.59,113080.76,113085.58,8.30885
2025-09-24 19:48,113085.59,113097.99,113085.58,113097.99,2.27454
2025-09-24 19:49,113097.99,113097.99,113097.98,113097.99,2.69106
2025-09-24 19:50,113097.98,113097.99,113097.98,113097.98,1.36567
2025-09-24 19:51,113097.99,113097.99,113080.05,113080.06,1.86508
2025-09-24 19:52,113080.06,113080.06,113063.09,113063.09,15.39849
2025-09-24 19:53,113063.09,113063.1,113018,113018.01,4.40194
2025-09-24 19:54,113018,113018.01,113009.75,113009.75,4.71094
2025-09-24 19:55,113009.75,113020.67,113009.75,113020.67,2.13984
2025-09-24 19:56,113020.66,113020.67,113020.66,113020.67,1.64549
2025-09-24 19:57,113020.67,113035.2,113020.66,113035.19,2.29962
2025-09-24 19:58,113035.2,113051.92,113035.19,113051.92,3.31952
2025-09-24 19:59,113051.92,113070.7,113051.91,113070.69,2.43922
2025-09-24 20:00,113070.69,113070.7,113070.69,113070.69,1.17637
2025-09-24 20:01,113070.7,113070.7,113039.22,113048.62,2.17605
2025-09-24 20:02,113048.62,113059.01,113048.61,113059,1.6442
2025-09-24 20:03,113059.01,113059.01,113059,113059.01,1.67842
2025-09-24 20:04,113059.01,113078.39,113059,113078.39,3.55518
2025-09-24 20:05,113078.39,113096.79,113078.38,113096.78,2.69517
2025-09-24 20:06,113096.77,113096.78,113066.16,113066.16,2.58197
2025-09-24 20:07,113066.17,113066.17,113017.14,113027.9,4.52262
2025-09-24 20:08,113027.89,113039.6,113027.89,113039.6,2.39042
2025-09-24 20:09,113039.59,113039.6,113039.58,113039.58,2.78277
2025-09-24 20:10,113039.58,113061.3,113027.9,113027.91,4.33766
2025-09-24 20:11,113027.9,113041.71,113008.6,113041.7,12.36684
2025-09-24 20:12,113041.7,113050.1,113008.6,113008.61,4.71051
2025-09-24 20:13,113008.6,113008.61,112974.77,112986.07,9.0546
2025-09-24 20:14,112986.07,113011.03,112986.06,113011.03,2.13349
2025-09-24 20:15,113011.03,113012.86,113011.02,113012.86,3.43825
2025-09-24 20:16,113012.85,113039.13,113012.85,113039.13,1.39691
2025-09-24 20:17,113039.12,113039.13,113039.12,113039.13,0.88882
2025-09-24 20:18,113039.12,113063.21,113039.12,113063.2,3.6023
2025-09-24 20:19,113063.21,113063.21,113063.2,113063.21,0.79143
2025-09-24 20:20,113063.2,113063.21,113030.59,113057.12,3.2632
2025-09-24 20:21,113057.12,113060,113057.11,113059.99,1.44856
2025-09-24 20:22,113059.99,113112.58,113059.99,113112.57,10.66253
2025-09-24 20:23,113112.57,113150,113112.57,113150,11.01339
2025-09-24 20:24,113149.99,113150,113141.84,113141.84,2.52283
2025-09-24 20:25,113141.85,113150,113141.84,113150,3.87845
2025-09-24 20:26,113150,113150,113141.84,113141.84,1.67305
2025-09-24 20:27,113141.84,113141.85,113141.84,113141.84,10.62019
2025-09-24 20:28,113141.84,113150,113141.84,113150,9.25037
2025-09-24 20:29,113149.99,113150,113056.26,113056.26,52.71048
2025-09-24 20:30,113056.26,113100,112986,113034.46,19.52978
2025-09-24 20:31,113034.47,113099.97,113034.47,113062.59,10.9825
2025-09-24 20:32,113062.59,113062.59,113013.89,113045.72,7.86254
2025-09-24 20:33,113045.72,113092,113030.86,113032.03,11.50722
